4.61,-3.80
3.51,-3.73
2.66,-3.69
1.80,-3.68
0.92,-3.81
0.11,-3.66
-0.70,-3.68
-1.55,-3.67
-2.40,-3.55
-3.27,-3.54
-4.15,-3.44
-4.98,-3.52
-5.83,-3.57
-6.77,-3.52
-7.57,-3.45
-8.50,-3.47
4.56,-1.20
3.52,-1.21
2.66,-1.26
1.76,-1.24
0.88,-1.26
0.019,-1.20
-0.71,-1.21
-1.55,-1.23
-2.40,-1.07
-3.28,-1.044
-4.09,-1.12
-4.99,-1.08
-5.79,-1.10
-6.65,-1
-7.53,-1.05
-8.38,-1
4.73,-2.30
4.74,-2.68
