3.01,-4.41,1
2.13,-4.45,1
1.21,-4.38,1
0.32,-4.33,1
-0.70,-4.40,1
-1.65,-4.34,1
-2.57,-4.30,2
-3.58,-4.31,2
-4.51,-4.23,2
-5.39,-4.15,2
-5.37,-2.30,2
-4.46,-2.28,2
-3.50,-2.27,1
-2.59,-2.29,1
-1.68,-2.31,1
-0.64,-2.34,1
0.18,-2.40,1
1.11,-2.34,2
2.13,-2.39,1
3.02,-2.45,1
3.46,-3.60,1
3.45,-3.24,1
-5.59,-3.23,1
