3.05,-4.52,1
2.20,-4.55,2
1.16,-4.57,1
0.25,-4.47,1
-0.74,-4.52,2
-1.70,-4.45,2
-2.62,-4.46,1
-3.55,-4.43,1
-4.53,-4.48,2
-5.47,-4.41,2
-5.42,-2.14,1
-4.49,-2.06,1
-3.55,-2.15,2
-2.62,-2.20,2
-1.71,-2.19,2
-0.72,-2.07,2
0.19,-2.15,1
1.12,-2.23,2
2.07,-2.16,1
3.07,-2.23,1
3.46,-3.60,0
3.45,-3.24,0
-5.59,-3.23,0
